"entidad","municipio","causa","total_hectareas","fecha_termino"
"Puebla","San Felipe Teotlalcingo","Actividades pecuarias",11.5,2022-04-25
"Puebla","Libres","Actividades ilícitas",21,2022-04-26
"Puebla","Tlachichuca","Actividades agrícolas",1,2022-04-27
"Puebla","Tlachichuca","Actividades pecuarias",2.5,2022-04-29
"Puebla","Xiutetelco","Actividades pecuarias",6,2022-05-03
"Puebla","Huauchinango","Desconocidas",3,2022-05-03
"Puebla","Xiutetelco","Fogatas",1,2022-05-04
"Puebla","Tlahuapan","Actividades pecuarias",7.5,2022-05-05
"Puebla","Tlahuapan","Actividades pecuarias",2,2022-05-05
"Puebla","Zacapoaxtla","Actividades ilícitas",6.5,2022-05-06
"Puebla","Ocotepec","Actividades ilícitas",5.5,2022-05-06
"Puebla","Xiutetelco","Actividades ilícitas",184,2022-05-07
"Puebla","Chignautla","Actividades ilícitas",4,2022-05-08
"Puebla","Xiutetelco","Actividades ilícitas",15,2022-05-08
"Puebla","Xiutetelco","Actividades pecuarias",6,2022-05-09
"Puebla","Huehuetlán el Grande","Naturales",50,2022-05-09
"Puebla","San Nicolás de los Ranchos","Actividades ilícitas",8,2022-05-10
"Puebla","Zacatlán","Desconocidas",0.5,2022-05-10
"Puebla","Atempan","Residuos de aprovechamiento forestal",2,2022-05-10
"Puebla","Tlachichuca","Actividades pecuarias",10,2022-05-10
"Puebla","Tlahuapan","Fumadores",8,2022-05-11
"Puebla","Ixtacamaxtitlán","Residuos de aprovechamiento forestal",35,2022-05-11
"Puebla","San Nicolás de los Ranchos","Actividades ilícitas",4,2022-05-12
"Puebla","Libres","Desconocidas",3.5,2022-05-12
"Puebla","Quimixtlán","Naturales",114,2022-05-12
"Puebla","Tlahuapan","Actividades agrícolas",8,2022-05-12
"Puebla","Tlahuapan","Cazadores",3,2022-05-12
"Puebla","Chignautla","Actividades ilícitas",43,2022-05-13
"Puebla","Tlahuapan","Actividades agrícolas",12,2022-05-13
"Puebla","Lafragua","Actividades agrícolas",2,2022-05-14
"Puebla","Tlahuapan","Actividades agrícolas",25,2022-05-14
"Puebla","Chiautzingo","Actividades agrícolas",1,2022-05-15
"Puebla","Tlahuapan","Actividades agrícolas",4,2022-05-15
"Puebla","Tlahuapan","Actividades ilícitas",3,2022-05-15
"Puebla","Zacatlán","Desconocidas",1,2022-05-15
"Puebla","Tlatlauquitepec","Desconocidas",5,2022-05-16
"Puebla","San Pedro Cholula","Actividades ilícitas",1,2022-05-16
"Puebla","Tepeyahualco","Actividades ilícitas",28,2022-05-16
"Puebla","Zacatlán","Residuos de aprovechamiento forestal",17,2022-05-16
"Puebla","Tlatlauquitepec","Actividades agrícolas",3.5,2022-05-16
"Puebla","San Nicolás de los Ranchos","Actividades ilícitas",4,2022-05-16
"Puebla","Huauchinango","Actividades ilícitas",1.5,2022-05-17
"Puebla","Teopantlán","Actividades ilícitas",46,2022-05-17
"Puebla","Tlachichuca","Actividades pecuarias",2.5,2022-05-17
"Puebla","San Pedro Cholula","Actividades ilícitas",1,2022-05-18
"Puebla","Chilchotla","Actividades ilícitas",6,2022-05-18
"Puebla","Cañada Morelos","Actividades ilícitas",4,2022-05-19
"Puebla","Ixtacamaxtitlán","Desconocidas",130,2022-05-20
"Puebla","Xochitlán de Vicente Suárez","Actividades ilícitas",65,2022-05-23
"Puebla","Chilchotla","Actividades agrícolas",6,2022-05-20
"Puebla","Atempan","Actividades agrícolas",3,2022-05-21
"Puebla","Chilchotla","Actividades pecuarias",11,2022-05-21
"Puebla","Huitzilan de Serdán","Actividades ilícitas",75,2022-05-21
"Puebla","Tehuacán","Actividades ilícitas",15,2022-05-22
"Puebla","Lafragua","Actividades agrícolas",15,2022-05-22
"Puebla","Vicente Guerrero","Actividades ilícitas",36,2022-05-23
"Puebla","Lafragua","Actividades agrícolas",14,2022-05-23
"Puebla","Chignahuapan","Desconocidas",12,2022-05-24
"Puebla","Aquixtla","Actividades ilícitas",67,2022-05-25
"Puebla","Atempan","Actividades ilícitas",2,2022-05-25
"Puebla","Quimixtlán","Naturales",60,2022-05-25
"Puebla","Chilchotla","Actividades pecuarias",216,2022-05-25
"Puebla","Huauchinango","Desconocidas",18.5,2022-05-26
"Puebla","Tianguismanalco","Actividades ilícitas",3,2022-05-27
"Puebla","Tlahuapan","Actividades agrícolas",4,2022-05-27
"Puebla","San Sebastián Tlacotepec","Actividades ilícitas",30,2022-05-27
"Puebla","Zacatlán","Desconocidas",0.5,2022-05-28
"Puebla","Cuautempan","Naturales",23,2022-05-28
"Puebla","Atzitzintla","Actividades pecuarias",4.5,2022-05-28
"Puebla","Ahuazotepec","Desconocidas",1,2022-05-29
"Puebla","Huauchinango","Quema de basureros",2.5,2022-05-30
"Puebla","Tetela de Ocampo","Desconocidas",47.5,2022-05-31
"Puebla","Zacatlán","Actividades ilícitas",4,2022-06-02
"Puebla","Chignautla","Actividades ilícitas",10,2022-06-05
"Puebla","Xicotepec","Actividades ilícitas",1,2022-06-06
"Puebla","Zacatlán","Actividades ilícitas",10,2022-06-07
"Puebla","Tlachichuca","Actividades ilícitas",7,2022-06-07
"Puebla","Lafragua","Actividades ilícitas",12.5,2022-06-07
"Puebla","Zacatlán","Desconocidas",2.5,2022-06-07
"Puebla","Chilchotla","Desconocidas",6,2022-06-08
"Puebla","Tlachichuca","Actividades ilícitas",1.5,2022-06-11
"Puebla","Lafragua","Actividades ilícitas",11,2022-06-12
"Puebla","Tlachichuca","Actividades ilícitas",1.5,2022-06-29
"Puebla","Nicolás Bravo","Actividades pecuarias",9,2022-06-30
"Puebla","Tlachichuca","Actividades ilícitas",2,2022-12-29
"Puebla","Chalchicomula de Sesma","Intencional",1.5,2023-01-02
"Puebla","Tlachichuca","Actividades pecuarias",22,2023-01-07
"Puebla","Chalchicomula de Sesma","Actividades pecuarias",4,2023-01-08
"Puebla","Acajete","Intencional",2,2023-01-11
"Puebla","Puebla","Quema de basureros",25,2023-01-11
"Puebla","Tetela de Ocampo","Desconocidas",7,2023-01-13
"Puebla","Amozoc","Cazadores",2,2023-01-13
"Puebla","Tlachichuca","Actividades pecuarias",5,2023-01-14
"Puebla","Tlachichuca","Intencional",3.5,2023-01-15
"Puebla","Lafragua","Actividades pecuarias",2,2023-01-15
"Puebla","Atlixco","Intencional",14,2023-01-16
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",1,2023-01-17
"Puebla","Ixtacamaxtitlán","Intencional",4,2023-01-17
"Puebla","Tlachichuca","Actividades pecuarias",18,2023-01-18
"Puebla","Zapotitlán de Méndez","Desconocidas",3,2023-01-19
"Puebla","Tlachichuca","Actividades pecuarias",1.5,2023-01-20
"Puebla","Puebla","Quema de basureros",8,2023-01-20
"Puebla","Tlachichuca","Actividades pecuarias",4,2023-01-21
"Puebla","San Felipe Teotlalcingo","Actividades agrícolas",10,2023-01-21
"Puebla","Tlachichuca","Actividades pecuarias",42,2023-01-22
"Puebla","Tlachichuca","Actividades pecuarias",12,2023-01-22
"Puebla","Chalchicomula de Sesma","Actividades pecuarias",6,2023-01-23
"Puebla","Ahuazotepec","Desconocidas",0.5,2023-01-24
"Puebla","Ixtacamaxtitlán","Intencional",0.5,2023-01-22
"Puebla","Tlachichuca","Intencional",6,2023-01-28
"Puebla","Chignahuapan","Desconocidas",26,2023-01-29
"Puebla","Tetela de Ocampo","Intencional",5,2023-01-30
"Puebla","Tlahuapan","Intencional",11.5,2023-01-30
"Puebla","Soltepec","Fumadores",2,2023-01-31
"Puebla","Tlachichuca","Intencional",5.5,2023-01-31
"Puebla","Tlahuapan","Actividades pecuarias",2,2023-01-31
"Puebla","Tepatlaxco de Hidalgo","Fogatas",2,2023-02-01
"Puebla","Tlachichuca","Actividades pecuarias",1.5,2023-02-01
"Puebla","Tlachichuca","Actividades pecuarias",4,2023-02-01
"Puebla","Tianguismanalco","Intencional",2,2023-02-03
"Puebla","Tlachichuca","Actividades pecuarias",1,2023-02-04
"Puebla","Tlachichuca","Actividades pecuarias",3,2023-02-05
"Puebla","Tepatlaxco de Hidalgo","Intencional",5,2023-02-05
"Puebla","Tepatlaxco de Hidalgo","Fogatas",1,2023-02-06
"Puebla","Tlachichuca","Fogatas",20,2023-02-06
"Puebla","Zacatlán","Desconocidas",2.5,2023-02-06
"Puebla","Tianguismanalco","Residuos de aprovechamiento forestal",2,2023-02-06
"Puebla","Chalchicomula de Sesma","Actividades pecuarias",0.5,2023-02-07
"Puebla","Atempan","Fogatas",1.5,2023-02-07
"Puebla","Chignautla","Actividades pecuarias",7.5,2023-02-08
"Puebla","Tepatlaxco de Hidalgo","Actividades pecuarias",3,2023-02-09
"Puebla","Aquixtla","Desconocidas",4,2023-02-10
"Puebla","Lafragua","Actividades agrícolas",15,2023-02-10
"Puebla","Tlachichuca","Residuos de aprovechamiento forestal",25,2023-02-12
"Puebla","Tlachichuca","Intencional",1.5,2023-02-13
"Puebla","San Nicolás de los Ranchos","Desconocidas",1,2023-02-13
"Puebla","Tepatlaxco de Hidalgo","Actividades pecuarias",1,2023-02-13
"Puebla","Puebla","Actividades pecuarias",0.5,2023-02-13
"Puebla","Tepatlaxco de Hidalgo","Intencional",1,2023-02-14
"Puebla","Tepatlaxco de Hidalgo","Intencional",5,2023-02-15
"Puebla","Ocotepec","Intencional",3,2023-02-15
"Puebla","San Salvador el Seco","Limpias de derecho de vía",1,2023-02-15
"Puebla","Chignautla","Intencional",8,2023-02-16
"Puebla","Lafragua","Actividades pecuarias",8,2023-02-16
"Puebla","Tlachichuca","Actividades pecuarias",1,2023-02-16
"Puebla","Tlachichuca","Intencional",5,2023-02-16
"Puebla","Puebla","Actividades agrícolas",1,2023-02-16
"Puebla","Atlixco","Intencional",0.5,2023-02-17
"Puebla","Tepatlaxco de Hidalgo","Intencional",2,2023-02-18
"Puebla","Libres","Intencional",4,2023-02-19
"Puebla","Tepatlaxco de Hidalgo","Intencional",1.5,2023-02-19
"Puebla","Tlachichuca","Actividades pecuarias",27,2023-02-20
"Puebla","Atzitzintla","Actividades pecuarias",452,2023-02-23
"Puebla","Oriental","Intencional",25,2023-02-20
"Puebla","Quecholac","Actividades agrícolas",97,2023-02-22
"Puebla","Zacatlán","Desconocidas",12,2023-02-20
"Puebla","Acajete","Intencional",0.5,2023-02-20
"Puebla","Tlahuapan","Intencional",1.5,2023-02-20
"Puebla","Zacatlán","Desconocidas",0.5,2023-02-21
"Puebla","Zacatlán","Desconocidas",1.5,2023-02-21
"Puebla","Tlachichuca","Intencional",31,2023-02-21
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",2,2023-02-21
"Puebla","Amozoc","Intencional",3,2023-02-21
"Puebla","Acajete","Intencional",4,2023-02-21
"Puebla","Chignahuapan","Desconocidas",10,2023-02-21
"Puebla","Tulcingo","Intencional",154,2023-02-18
"Puebla","Tlachichuca","Intencional",10,2023-02-22
"Puebla","Cuyoaco","Fogatas",5,2023-02-22
"Puebla","Tianguismanalco","Intencional",2.5,2023-02-22
"Puebla","Cuautinchán","Intencional",60,2023-02-25
"Puebla","Zautla","Intencional",10,2023-02-23
"Puebla","Chignautla","Intencional",49.5,2023-02-24
"Puebla","Zacatlán","Desconocidas",10,2023-02-24
"Puebla","Xochitlán de Vicente Suárez","Actividades pecuarias",2.5,2023-02-24
"Puebla","San Salvador el Seco","Fumadores",6.5,2023-02-24
"Puebla","Tlahuapan","Cazadores",5,2023-02-24
"Puebla","Chignautla","Quema de basureros",2,2023-02-25
"Puebla","Tepatlaxco de Hidalgo","Intencional",4,2023-02-25
"Puebla","Tianguismanalco","Intencional",10,2023-02-26
"Puebla","San Felipe Teotlalcingo","Cazadores",10,2023-02-25
"Puebla","Tianguismanalco","Intencional",5,2023-02-25
"Puebla","Tepatlaxco de Hidalgo","Intencional",6,2023-02-26
"Puebla","Lafragua","Residuos de aprovechamiento forestal",1.5,2023-02-26
"Puebla","Lafragua","Actividades agrícolas",8,2023-02-27
"Puebla","Zacatlán","Desconocidas",110,2023-03-03
"Puebla","Tetela de Ocampo","Desconocidas",340,2023-03-03
"Puebla","Tianguismanalco","Intencional",45,2023-02-28
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",7,2023-02-28
"Puebla","Lafragua","Residuos de aprovechamiento forestal",2.5,2023-02-28
"Puebla","Tlachichuca","Intencional",10,2023-02-28
"Puebla","Chignautla","Intencional",34,2023-03-01
"Puebla","San Nicolás de los Ranchos","Intencional",20,2023-03-01
"Puebla","Mazapiltepec de Juárez","Actividades pecuarias",6.5,2023-02-28
"Puebla","Quecholac","Quema de basureros",10,2023-03-02
"Puebla","San Felipe Teotlalcingo","Actividades pecuarias",4,2023-03-02
"Puebla","Chilchotla","Actividades pecuarias",23.5,2023-03-03
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",3,2023-03-02
"Puebla","San Nicolás de los Ranchos","Intencional",6,2023-03-02
"Puebla","Chignautla","Actividades pecuarias",2.5,2023-03-02
"Puebla","Tlachichuca","Intencional",32,2023-03-02
"Puebla","San Nicolás de los Ranchos","Intencional",10,2023-03-02
"Puebla","Chignautla","Actividades pecuarias",9,2023-03-03
"Puebla","Tianguismanalco","Intencional",32,2023-03-04
"Puebla","San Felipe Teotlalcingo","Cazadores",5,2023-03-03
"Puebla","Huauchinango","Desconocidas",1.5,2023-03-03
"Puebla","Chignahuapan","Desconocidas",5.5,2023-03-03
"Puebla","Tlachichuca","Actividades pecuarias",9,2023-03-04
"Puebla","Tepatlaxco de Hidalgo","Actividades pecuarias",2.5,2023-03-04
"Puebla","San Nicolás de los Ranchos","Actividades pecuarias",3.5,2023-03-04
"Puebla","Tepatlaxco de Hidalgo","Actividades pecuarias",9,2023-03-04
"Puebla","Acajete","Intencional",4.7,2023-03-04
"Puebla","Tianguismanalco","Intencional",92.5,2023-03-05
"Puebla","Zacatlán","Desconocidas",4,2023-03-05
"Puebla","Xiutetelco","Actividades pecuarias",141,2023-03-05
"Puebla","Zacatlán","Desconocidas",27,2023-03-06
"Puebla","San Nicolás de los Ranchos","Intencional",14,2023-03-06
"Puebla","San Salvador el Seco","Actividades pecuarias",71,2023-03-06
"Puebla","Chignautla","Actividades pecuarias",17.5,2023-03-07
"Puebla","Tepatlaxco de Hidalgo","Intencional",1.5,2023-03-06
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",2,2023-03-07
"Puebla","Ixtacamaxtitlán","Desconocidas",160,2023-03-08
"Puebla","Tepatlaxco de Hidalgo","Actividades pecuarias",6,2023-03-07
"Puebla","Tianguismanalco","Intencional",16.5,2023-03-07
"Puebla","Calpan","Actividades pecuarias",43,2023-03-08
"Puebla","Zacatlán","Desconocidas",1.5,2023-03-07
"Puebla","Tlachichuca","Actividades pecuarias",3,2023-03-07
"Puebla","Tlachichuca","Actividades pecuarias",5,2023-03-07
"Puebla","Cuautinchán","Actividades pecuarias",14,2023-03-07
"Puebla","San Salvador el Seco","Intencional",6.5,2023-03-08
"Puebla","Aljojuca","Intencional",21.5,2023-03-08
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",6,2023-03-08
"Puebla","Aljojuca","Intencional",41.5,2023-03-09
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",1,2023-03-09
"Puebla","Zacatlán","Desconocidas",2.5,2023-03-09
"Puebla","Tlachichuca","Actividades pecuarias",1,2023-03-09
"Puebla","Tlachichuca","Actividades pecuarias",22,2023-03-10
"Puebla","Chilchotla","Actividades agrícolas",12,2023-03-10
"Puebla","Tepatlaxco de Hidalgo","Actividades pecuarias",3,2023-03-10
"Puebla","Chignautla","Actividades pecuarias",220,2023-03-11
"Puebla","San Nicolás de los Ranchos","Actividades pecuarias",18.5,2023-03-10
"Puebla","Tepatlaxco de Hidalgo","Actividades pecuarias",13,2023-03-10
"Puebla","Tlacotepec de Benito Juárez","Intencional",2,2023-03-10
"Puebla","Chalchicomula de Sesma","Intencional",7.5,2023-03-10
"Puebla","Chilchotla","Actividades pecuarias",2,2023-03-10
"Puebla","Tlachichuca","Intencional",10,2023-03-11
"Puebla","Chignahuapan","Desconocidas",1,2023-03-11
"Puebla","Chignahuapan","Desconocidas",14.5,2023-03-12
"Puebla","Chilchotla","Actividades pecuarias",9,2023-03-11
"Puebla","Chignautla","Intencional",1,2023-03-11
"Puebla","Chignahuapan","Quema de basureros",3,2023-03-11
"Puebla","Tepatlaxco de Hidalgo","Actividades pecuarias",0.5,2023-03-11
"Puebla","Huitzilan de Serdán","Actividades pecuarias",16,2023-03-14
"Puebla","Aquixtla","Desconocidas",23.5,2023-03-14
"Puebla","Chignahuapan","Desconocidas",1,2023-03-13
"Puebla","Tepatlaxco de Hidalgo","Intencional",1,2023-03-15
"Puebla","Puebla","Intencional",1,2023-03-21
"Puebla","San Nicolás de los Ranchos","Intencional",3,2023-03-22
"Puebla","San Nicolás de los Ranchos","Intencional",4,2023-03-22
"Puebla","Tlachichuca","Actividades pecuarias",2.5,2023-03-22
"Puebla","Soltepec","Actividades pecuarias",5,2023-03-22
"Puebla","Huejotzingo","Actividades agrícolas",22.5,2023-03-23
"Puebla","Tepatlaxco de Hidalgo","Actividades pecuarias",39,2023-03-23
"Puebla","Tepatlaxco de Hidalgo","Intencional",1.5,2023-03-23
"Puebla","Amozoc","Intencional",3,2023-03-23
"Puebla","Tlahuapan","Intencional",13.5,2023-03-24
"Puebla","Zautla","Desconocidas",108.5,2023-03-29
"Puebla","Huauchinango","Quema de basureros",4.5,2023-03-12
"Puebla","Ajalpan","Actividades pecuarias",7.5,2023-03-27
"Puebla","Chignautla","Actividades agrícolas",11.5,2023-03-25
"Puebla","Tepatlaxco de Hidalgo","Actividades pecuarias",1.5,2023-03-25
"Puebla","Tlachichuca","Actividades pecuarias",27.5,2023-03-26
"Puebla","Zacatlán","Intencional",0.5,2023-03-27
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",3.5,2023-03-27
"Puebla","Huitzilan de Serdán","Actividades pecuarias",30,2023-03-28
"Puebla","Tepatlaxco de Hidalgo","Intencional",5,2023-03-27
"Puebla","Tlahuapan","Actividades pecuarias",6,2023-03-27
"Puebla","Tepatlaxco de Hidalgo","Desconocidas",3.5,2023-03-27
"Puebla","Tulcingo","Intencional",18,2023-03-29
"Puebla","Tlahuapan","Desconocidas",11.5,2023-03-28
"Puebla","Calpan","Intencional",2.5,2023-03-29
"Puebla","San Nicolás de los Ranchos","Desconocidas",13,2023-03-29
"Puebla","Coyotepec","Fumadores",0.5,2023-03-29
"Puebla","Tlachichuca","Actividades pecuarias",0.5,2023-03-30
"Puebla","San Nicolás de los Ranchos","Intencional",40,2023-03-30
"Puebla","Tepeyahualco","Intencional",210,2023-04-01
"Puebla","Chalchicomula de Sesma","Actividades pecuarias",35,2023-03-31
"Puebla","San Nicolás de los Ranchos","Fogatas",40.5,2023-03-31
"Puebla","Amozoc","Cazadores",0.5,2023-03-31
"Puebla","San Nicolás de los Ranchos","Intencional",13.5,2023-04-01
"Puebla","Cuyoaco","Actividades pecuarias",15.5,2023-04-01
"Puebla","Mazapiltepec de Juárez","Actividades pecuarias",3,2023-04-01
"Puebla","Tlachichuca","Actividades pecuarias",9.5,2023-04-02
"Puebla","San Nicolás de los Ranchos","Intencional",10,2023-04-02
"Puebla","Zacatlán","Desconocidas",5.5,2023-04-02
"Puebla","Chietla","Intencional",317,2023-04-06
"Puebla","Tepeyahualco","Intencional",57,2023-04-03
"Puebla","Lafragua","Intencional",14.5,2023-04-04
"Puebla","Tepatlaxco de Hidalgo","Intencional",3,2023-04-03
"Puebla","Albino Zertuche","Intencional",32,2023-04-01
"Puebla","Tlahuapan","Fogatas",2,2023-02-03
"Puebla","San Nicolás de los Ranchos","Intencional",17.5,2023-04-04
"Puebla","Ixtacamaxtitlán","Desconocidas",66,2023-04-11
"Puebla","Tianguismanalco","Intencional",458.5,2023-04-06
"Puebla","Esperanza","Quema de basureros",3,2023-04-03
"Puebla","Chignautla","Intencional",43,2023-04-04
"Puebla","Zautla","Residuos de aprovechamiento forestal",17.5,2023-04-06
"Puebla","Tlachichuca","Intencional",15,2023-04-04
"Puebla","Tlahuapan","Fumadores",16.5,2023-04-05
"Puebla","Acajete","Intencional",1.5,2023-04-04
"Puebla","Aljojuca","Actividades pecuarias",20,2023-04-04
"Puebla","Tepatlaxco de Hidalgo","Intencional",6,2023-04-04
"Puebla","San Nicolás de los Ranchos","Intencional",160,2023-04-07
"Puebla","Tlachichuca","Actividades pecuarias",13,2023-04-05
"Puebla","Zongozotla","Desconocidas",34,2023-04-06
"Puebla","Tlahuapan","Actividades pecuarias",59.5,2023-04-07
"Puebla","San Nicolás de los Ranchos","Intencional",245,2023-04-07
"Puebla","Zautla","Intencional",78,2023-04-07
"Puebla","Tepatlaxco de Hidalgo","Intencional",5,2023-04-07
"Puebla","Tianguismanalco","Intencional",81,2023-04-08
"Puebla","Tlachichuca","Actividades pecuarias",26.5,2023-04-08
"Puebla","Chignautla","Intencional",3,2023-04-09
"Puebla","San Salvador el Verde","Intencional",62,2023-04-15
"Puebla","Atlixco","Intencional",6.5,2023-04-15
"Puebla","Tepatlaxco de Hidalgo","Intencional",5.5,2023-04-15
"Puebla","Atlixco","Intencional",14,2023-04-18
"Puebla","Tlachichuca","Intencional",8,2023-04-17
"Puebla","Chalchicomula de Sesma","Actividades pecuarias",1.5,2023-04-19
"Puebla","Tlachichuca","Actividades pecuarias",14,2023-04-20
"Puebla","Chignahuapan","Desconocidas",24,2023-04-22
"Puebla","Tepatlaxco de Hidalgo","Intencional",12,2023-04-24
"Puebla","Cuyoaco","Intencional",0.5,2023-04-25
"Puebla","Chignahuapan","Desconocidas",8.5,2023-04-25
"Puebla","San Nicolás de los Ranchos","Intencional",21.5,2023-04-26
"Puebla","Libres","Desconocidas",2.5,2023-04-26
"Puebla","Tepatlaxco de Hidalgo","Intencional",2,2023-04-26
"Puebla","Tepatlaxco de Hidalgo","Intencional",2.5,2023-04-28
"Puebla","Puebla","Intencional",3,2023-04-28
"Puebla","San Pedro Cholula","Intencional",11.5,2023-04-28
"Puebla","Puebla","Intencional",7.5,2023-04-28
"Puebla","Tlahuapan","Actividades pecuarias",6.5,2023-04-29
"Puebla","Tepatlaxco de Hidalgo","Intencional",1,2023-04-29
"Puebla","Tlachichuca","Intencional",7,2023-04-30
"Puebla","Tepatlaxco de Hidalgo","Intencional",4.5,2023-04-30
"Puebla","Tepatlaxco de Hidalgo","Intencional",100,2023-04-30
"Puebla","San Nicolás de los Ranchos","Intencional",29,2023-05-01
"Puebla","Tianguismanalco","Intencional",151,2023-05-02
"Puebla","Tlachichuca","Actividades pecuarias",8.5,2023-05-01
"Puebla","Tepatlaxco de Hidalgo","Intencional",4.5,2023-05-01
"Puebla","San Pedro Cholula","Intencional",2.5,2023-05-02
"Puebla","Chignahuapan","Desconocidas",13,2023-05-04
"Puebla","Tlahuapan","Cazadores",12,2023-05-03
"Puebla","San Nicolás de los Ranchos","Intencional",144,2023-05-05
"Puebla","Tlahuapan","Cazadores",7,2023-05-04
"Puebla","Atzitzintla","Desconocidas",2,2023-05-05
"Puebla","Lafragua","Actividades agrícolas",14.5,2023-05-05
"Puebla","Lafragua","Actividades pecuarias",1.5,2023-05-05
"Puebla","Cuyoaco","Intencional",1,2023-05-05
"Puebla","San Nicolás de los Ranchos","Desconocidas",27,2023-05-06
"Puebla","Tepatlaxco de Hidalgo","Intencional",12.5,2023-05-06
"Puebla","Lafragua","Intencional",127,2023-05-08
"Puebla","Acajete","Desconocidas",21.5,2023-05-06
"Puebla","Tepanco de López","Fogatas",3,2023-05-06
"Puebla","Zacatlán","Fogatas",1.5,2023-05-06
"Puebla","Libres","Desconocidas",1,2023-05-07
"Puebla","San Nicolás de los Ranchos","Intencional",142,2023-05-08
"Puebla","Chilchotla","Actividades pecuarias",14.5,2023-05-08
"Puebla","Oriental","Desconocidas",3,2023-05-08
"Puebla","Tepatlaxco de Hidalgo","Intencional",2.5,2023-05-08
"Puebla","Tlachichuca","Intencional",2,2023-05-08
"Puebla","Quimixtlán","Intencional",1.5,2023-05-08
"Puebla","Tepatlaxco de Hidalgo","Intencional",1,2023-05-08
"Puebla","Quimixtlán","Actividades pecuarias",63,2023-05-09
"Puebla","Nicolás Bravo","Desconocidas",3,2023-05-09
"Puebla","Santiago Miahuatlán","Naturales",31,2023-05-10
"Puebla","Chignautla","Intencional",16.5,2023-05-09
"Puebla","Tlahuapan","Otras actividades productivas",18,2023-04-04
"Puebla","Tulcingo","Fumadores",705,2023-06-07
"Puebla","Zacapoaxtla","Desconocidas",5,2023-06-08
"Puebla","Tlatlauquitepec","Desconocidas",2.5,2023-06-10
"Puebla","Atempan","Desconocidas",1,2023-06-11
"Puebla","Tlatlauquitepec","Actividades agrícolas",2,2023-06-11
"Puebla","Tetela de Ocampo","Desconocidas",6,2023-06-13
"Puebla","Quecholac","Actividades pecuarias",3.5,2023-06-12
"Puebla","Ixtacamaxtitlán","Desconocidas",24,2023-06-13
"Puebla","Lafragua","Actividades pecuarias",3.5,2023-06-13
"Puebla","Huitzilan de Serdán","Desconocidas",2,2023-06-13
"Puebla","Tepatlaxco de Hidalgo","Intencional",12,2023-06-13
"Puebla","Huitzilan de Serdán","Desconocidas",10,2023-06-14
"Puebla","Soltepec","Fogatas",15,2023-06-15
"Puebla","Zacatlán","Desconocidas",1.5,2023-06-14
"Puebla","Xochiapulco","Intencional",20,2023-06-15
"Puebla","Hueyapan","Intencional",8.5,2023-06-16
"Puebla","Huauchinango","Desconocidas",2.5,2023-06-16
"Puebla","Cuyoaco","Desconocidas",9.5,2023-06-13
"Puebla","Quimixtlán","Actividades agrícolas",83.5,2023-06-26
"Puebla","Zacatlán","Desconocidas",6.5,2023-06-17
"Puebla","Zacapoaxtla","Desconocidas",4.5,2023-06-16
"Puebla","Coyomeapan","Actividades agrícolas",192.5,2023-06-23
"Puebla","Soltepec","Fogatas",1,2023-06-17
"Puebla","Tlatlauquitepec","Intencional",10,2023-06-19
"Puebla","Pahuatlán","Desconocidas",10,2023-06-19
"Puebla","Cuyoaco","Quema de basureros",64.5,2023-06-20
"Puebla","Huauchinango","Actividades agrícolas",4,2023-06-19
"Puebla","Soltepec","Desconocidas",8,2023-06-20
"Puebla","Zongozotla","Desconocidas",10.5,2023-06-21
"Puebla","Amixtlán","Desconocidas",24.5,2023-06-24
"Puebla","Ixtacamaxtitlán","Intencional",32,2023-06-21
"Puebla","Zautla","Otras actividades productivas",50,2023-06-24
"Puebla","Tlahuapan","Desconocidas",9,2023-06-20
"Puebla","Zacatlán","Desconocidas",993.5,2023-06-25
"Puebla","Aljojuca","Intencional",3,2023-06-22
"Puebla","Ixtacamaxtitlán","Desconocidas",64,2023-06-22
"Puebla","Huauchinango","Desconocidas",33.5,2023-06-24
"Puebla","Chignautla","Desconocidas",12,2023-06-23
"Puebla","Quimixtlán","Actividades agrícolas",26,2023-06-25
"Puebla","San Nicolás de los Ranchos","Intencional",33,2023-06-24
"Puebla","Soltepec","Intencional",2,2023-06-25
"Puebla","San Nicolás de los Ranchos","Intencional",17,2023-06-24
"Puebla","Nicolás Bravo","Fogatas",31.5,2023-07-16
"Puebla","Chignautla","Desconocidas",2.5,2023-07-16
"Puebla","Huauchinango","Desconocidas",2.5,2023-06-20
"Puebla","Atexcal","Desconocidas",32.5,2023-09-22
"Puebla","Xochiapulco","Intencional",1,2023-10-17
"Puebla","Chignahuapan","Desconocidas",1,2023-11-01
"Puebla","Xiutetelco","Cazadores",40,2023-11-07
"Puebla","Libres","Desconocidas",1.5,2023-11-18
"Puebla","Chignahuapan","Fogatas",11.5,2023-11-18
"Puebla","Tlahuapan","Fogatas",2.5,2023-11-18
"Puebla","Lafragua","Intencional",8,2023-11-21
